,Date,AAPL,AAXN,BAC,JPM,MA,MSFT,NFLX,SCI,V
413,2017-08-22,154.1651153564453,21.770000457763672,22.522544860839844,84.86251068115234,131.7567596435547,70.32102966308594,169.33999633789062,33.92305374145508,102.39205932617188
414,2017-08-23,154.35806274414062,21.639999389648438,22.456388473510742,84.9644775390625,131.0378875732422,69.89810180664062,169.05999755859375,33.80842208862305,101.51641082763672
415,2017-08-24,153.6730194091797,21.850000381469727,22.531999588012695,84.825439453125,130.92959594726562,69.86925506591797,168.1300048828125,33.703330993652344,101.5557632446289
416,2017-08-25,154.24229431152344,21.579999923706055,22.465835571289062,85.16837310791016,130.72280883789062,69.99419403076172,165.9499969482422,33.92305374145508,101.68366241455078
417,2017-08-28,155.79571533203125,21.8799991607666,22.418581008911133,84.89958953857422,131.80596923828125,70.00382232666016,167.1199951171875,33.58869552612305,102.10673522949219
418,2017-08-29,157.1851043701172,21.6200008392334,22.286264419555664,84.43616485595703,131.796142578125,70.21527862548828,168.80999755859375,33.68422317504883,102.0969009399414
419,2017-08-30,157.6096649169922,21.59000015258789,22.675750732421875,84.63081359863281,131.7567596435547,71.13802337646484,174.69000244140625,33.57914352416992,102.05754852294922
420,2017-08-31,158.23678588867188,21.709999084472656,22.694747924804688,84.24151611328125,131.264404296875,71.86854553222656,174.7100067138672,33.760650634765625,101.85090637207031
421,2017-09-01,158.28506469726562,21.729999542236328,22.884742736816406,84.99226379394531,131.20530700683594,71.07074737548828,174.74000549316406,33.86573791503906,102.22480010986328
422,2017-09-05,156.38427734375,21.979999542236328,22.143766403198242,82.96247863769531,130.6342010498047,70.75355529785156,174.52000427246094,33.665122985839844,101.34915924072266
423,2017-09-06,156.22021484375,21.729999542236328,22.2387638092041,83.51859283447266,130.8606719970703,70.55170440673828,179.25,33.149253845214844,101.51641082763672
424,2017-09-07,155.5930938720703,21.5,21.820775985717773,82.05416107177734,134.44508361816406,71.45521545410156,179.0,33.21612548828125,102.87416076660156
425,2017-09-08,153.05552673339844,21.639999389648438,21.744779586791992,81.95220947265625,135.12454223632812,71.10919952392578,176.4199981689453,33.149253845214844,102.74625396728516
426,2017-09-11,155.8246612548828,21.860000610351562,22.191265106201172,83.22199249267578,139.82168579101562,71.85892486572266,181.74000549316406,33.407188415527344,104.43851470947266
427,2017-09-12,155.20716857910156,22.350000381469727,22.75174903869629,84.24151611328125,140.24514770507812,71.78203582763672,185.14999389648438,33.760650634765625,104.49755859375
428,2017-09-13,154.0396728515625,22.399999618530273,23.11273765563965,84.48251342773438,137.96055603027344,72.29147338867188,183.63999938964844,33.789310455322266,104.1236801147461
429,2017-09-14,152.71780395507812,22.540000915527344,23.027236938476562,84.315673828125,139.3096466064453,71.86854553222656,182.6300048828125,33.885250091552734,104.36964416503906
430,2017-09-15,154.2615966796875,22.299999237060547,23.160232543945312,84.91812133789062,139.4179229736328,72.3875732421875,182.35000610351562,33.607032775878906,103.60224151611328
431,2017-09-18,153.0941162109375,22.399999618530273,23.464223861694336,86.12303924560547,139.24069213867188,72.243408203125,184.6199951171875,33.34799575805664,103.13980865478516
432,2017-09-19,153.1519775390625,22.06999969482422,23.616214752197266,87.06842041015625,140.3140869140625,72.5125503540039,185.67999267578125,33.338401794433594,103.7104721069336
433,2017-09-20,150.58547973632812,22.90999984741211,23.80621337890625,87.68014526367188,140.06788635253906,72.03194427490234,185.50999450683594,33.338401794433594,103.27754211425781
434,2017-09-21,147.99964904785156,22.799999237060547,23.901208877563477,88.07868957519531,139.55580139160156,71.33026123046875,188.77999877929688,33.338401794433594,103.61207580566406
435,2017-09-22,146.55235290527344,22.649999618530273,23.768211364746094,87.89332580566406,139.72323608398438,71.52250671386719,187.35000610351562,33.59743118286133,103.8580322265625
436,2017-09-25,145.25946044921875,22.59000015258789,23.521224975585938,87.23526763916016,136.45391845703125,70.41712951660156,178.5500030517578,33.20408630371094,101.3589859008789
437,2017-09-26,147.7584228515625,22.65999984741211,23.5687198638916,86.84598541259766,136.25697326660156,70.41712951660156,179.3800048828125,32.868309020996094,101.28028869628906
438,2017-09-27,148.81011962890625,23.049999237060547,24.138702392578125,88.21772003173828,137.53709411621094,70.98423767089844,181.97000122070312,32.98343276977539,102.21495819091797
439,2017-09-28,147.89352416992188,23.09000015258789,24.176698684692383,88.40310668945312,138.0590057373047,71.00347137451172,180.6999969482422,33.14652633666992,102.89383697509766
440,2017-09-29,148.7039794921875,22.670000076293945,24.072200775146484,88.5235824584961,139.0437469482422,71.59940338134766,181.35000610351562,33.09855651855469,103.54319763183594
441,2017-10-02,148.40489196777344,22.90999984741211,24.338193893432617,89.75630187988281,139.654296875,71.71473693847656,177.00999450683594,33.06978225708008,103.73997497558594
442,2017-10-03,149.05136108398438,23.200000762939453,24.566186904907227,90.22899627685547,140.8359832763672,71.37833404541016,179.19000244140625,33.088966369628906,103.8875503540039
443,2017-10-04,148.0865020751953,23.770000457763672,24.42369270324707,89.31140899658203,139.920166015625,71.79164123535156,184.4499969482422,33.29043960571289,103.61207580566406
444,2017-10-05,149.9293670654297,23.639999389648438,24.822677612304688,90.51403045654297,141.77432250976562,73.02196502685547,194.38999938964844,33.26164245605469,104.52706909179688
445,2017-10-06,149.84251403808594,23.719999313354492,24.89867401123047,90.35554504394531,141.54750061035156,73.05081176757812,198.02000427246094,33.16571044921875,105.00917053222656
446,2017-10-09,150.36354064941406,23.559999465942383,24.55668830871582,89.88008880615234,142.56332397460938,73.32955932617188,196.8699951171875,32.570899963378906,105.28466033935547
447,2017-10-10,150.4214324951172,23.81999969482422,24.632686614990234,90.55132293701172,143.648193359375,73.32955932617188,195.0800018310547,32.98343276977539,105.5798110961914
448,2017-10-11,151.04861450195312,23.899999618530273,24.53768539428711,90.28096771240234,144.8317108154297,73.45450592041016,194.9499969482422,32.858707427978516,106.69160461425781
449,2017-10-12,150.51795959472656,24.450000762939453,24.176698684692383,89.48854064941406,144.72325134277344,74.12733459472656,195.86000061035156,32.829933166503906,106.3669204711914
